Timestamp,Room Temperature ,Outdoor Temperature ,Humidity ,Heart Rate ,Systolic ,Diastolic ,Steps Count,Calories Burned (kcal),CO2 (ppm),Ammonia (NH3) (ppm),Asleep,,Privacy Score
12/02/2024 11:00,21.72735,29.83197011,56.08400295,63.38181055,115.1537174,74.2890009,1999.631417,250.6179943,499.3537191,6.325133805,0,,0.184795089
12/02/2024 12:00,20.90943811,28.74388393,53.26816622,63.58278785,114.9353122,74.44101565,1999.801899,251.7486665,500.5101103,4.943041726,1,,0.164262301
12/02/2024 13:00,21.34756915,30.33773768,54.90097259,65.95013767,116.4446384,75.8438143,2000.503178,250.7837345,500.0880269,6.663652698,1,,0.164262301
12/02/2024 16:00,20.2757829,28.46269129,56.29522896,64.15918038,114.722265,75.4318655,1999.815336,249.4148729,500.4856928,6.356119805,1,,0.229967222
12/02/2024 17:00,21.46556516,29.13650589,56.04223404,66.10717236,114.0286694,73.41063222,1999.317663,249.1811611,499.3249509,5.34366473,0,,0.102663938
12/02/2024 18:00,20.51095486,30.96680183,54.56578473,63.3750597,115.2446068,74.00641111,1999.656964,249.876299,500.386072,7.057136296,0,,0.102663938
12/02/2024 20:00,21.10124422,28.16222911,56.79329315,65.96538526,114.5938256,74.0912777,2002.179351,250.409417,501.1625962,5.958131791,1,,0.102663938
12/02/2024 21:00,20.38402168,29.74824807,54.65318598,62.6980095,115.887113,74.70213028,2000.94089,249.7996923,498.6907065,4.951479536,0,,0.33263116
12/02/2024 22:00,21.82412469,29.54906218,55.11708923,64.75209534,113.4028144,72.02670661,2000.638404,249.7856926,501.3008728,6.1493596,1,,0.258713124
13/02/2024 00:00,22.27031024,28.59484743,60.22094455,69.98762383,119.4796198,79.76989537,2999.933845,302.5359513,599.3910062,8.211236407,1,,0.258713124
13/02/2024 01:00,20.8661567,29.57542519,58.74614005,69.57391827,121.7229393,79.78157159,2999.896581,299.6871625,599.3362404,7.33115272,0,,0.258713124
13/02/2024 02:00,21.38250652,29.68461867,60.92795375,70.402199,120.6050634,78.18864869,3000.374769,299.8929769,599.9221499,8.082309974,1,,0.33263116
13/02/2024 07:00,22.38222656,29.62818131,59.96437282,71.00618839,120.3004039,79.22357568,2999.922308,298.753901,599.1587928,8.091258638,0,,0.102663938
13/02/2024 08:00,22.99881715,29.31420868,60.88981232,70.78431619,118.5538998,81.5398495,3000.240337,298.9537124,598.7254623,9.05832756,1,,0.232278431
13/02/2024 09:00,24.04525325,29.8987306,61.13629,70.25067442,119.8918621,80.25848289,3001.033277,300.0959771,600.2034043,7.360732945,1,,0.103695728
13/02/2024 11:00,22.23884575,29.09455707,56.64825273,69.02202206,121.589841,79.6381184,2999.529904,301.1586557,598.7794022,7.933382227,0,,0.18665231
13/02/2024 12:00,22.74208403,30.70412455,59.40739013,70.00480054,119.2577225,81.07015625,2999.804479,298.8343416,600.177495,6.382576189,1,,0.145174019
13/02/2024 13:00,20.23257109,29.28603258,58.10072035,71.61706462,118.2902435,79.28384824,3001.334521,299.8698435,599.0763385,7.222778914,0,,0.103695728
13/02/2024 16:00,22.40610189,28.51804649,60.31903691,70.33651174,121.1582203,79.86387831,3000.754929,300.2167374,599.9455904,8.084216986,0,,0.145174019
13/02/2024 17:00,22.91450668,30.99891491,61.34014012,71.95224427,119.7714579,80.14151412,3000.628365,301.5632725,598.3696819,5.94250979,1,,0.145174019
13/02/2024 18:00,21.11890821,28.76355022,59.33280295,70.42942812,120.7272452,80.25197282,3000.118809,299.0192527,600.9360329,5.821792007,1,,0.145174019
13/02/2024 20:00,21.75652982,30.66483311,58.63159429,70.74448195,119.6607672,79.09106582,3000.661264,299.2391486,599.6319923,5.620644942,1,,0.103695728
13/02/2024 21:00,20.82286356,28.3753645,59.35924628,69.70159765,119.1537985,79.18830513,3000.465822,300.3066519,600.1455789,7.657317052,0,,0.18665231
13/02/2024 22:00,22.82072626,30.74763287,61.04243116,70.22963437,118.6051718,80.6227404,2997.596542,299.2397145,600.3030408,6.142545112,1,,0.18665231
14/02/2024 00:00,21.2803459,32.08720848,66.72400337,74.86892509,124.6317295,85.93664069,4002.086685,349.0856864,700.4843269,9.303892017,0,,0.335974158
14/02/2024 01:00,22.50462103,30.4522883,62.40343418,75.97488041,127.9219768,83.5905233,4000.397192,351.2248368,698.9600658,7.954409922,1,,0.261313234
14/02/2024 02:00,21.61304292,32.24087962,66.0739331,74.50251092,125.4192899,83.91947207,3999.274664,350.2832956,699.7182762,8.505203012,0,,0.335974158
14/02/2024 07:00,23.05644169,29.83040448,64.75595096,74.9461657,127.1566051,84.27185801,3998.933509,350.0996216,698.7432545,8.057860274,0,,0.18665231
14/02/2024 08:00,25.41765898,30.79375944,66.58316786,74.99550391,125.4582183,85.64443096,3999.683086,349.845162,701.4789292,7.229600288,0,,0.18665231
14/02/2024 09:00,22.66515054,30.99397213,64.94472984,74.63526742,123.0389009,82.80327725,4001.503735,350.7140063,699.2390272,8.609012216,1,,0.18665231
14/02/2024 11:00,23.25061942,31.93086478,65.40049335,75.22424746,125.0239404,85.77236019,3999.882044,348.9290573,700.0689939,8.020007521,1,,0.18665231
14/02/2024 12:00,21.67231237,32.12379877,66.2057044,75.02183679,125.8855314,85.63045682,3999.647135,349.7733347,701.030105,6.99773083,0,,0.103695728
14/02/2024 13:00,22.27134318,32.43266309,64.97389548,77.04851794,126.7930204,85.36557688,3998.584376,349.2745396,699.3510334,7.22019505,0,,0.232278431
14/02/2024 16:00,23.2408998,29.63767285,65.40632098,76.79443084,124.8617291,83.70141332,4000.367687,350.1487456,700.6085283,7.323689341,0,,0.103695728
14/02/2024 17:00,23.44502631,28.75570771,64.10519982,74.73216631,124.9829581,86.21234205,4001.013095,351.4770513,700.5590463,8.496109443,0,,0.18665231
14/02/2024 18:00,23.52491002,29.8146862,64.559143,74.74658091,124.3507876,85.53202492,4000.489948,350.2464077,699.5627482,7.395691969,1,,0.145174019
14/02/2024 20:00,22.5122069,30.29419185,64.18072678,76.05249431,124.9465352,84.47295755,3999.588002,352.221348,699.6109201,7.805175855,0,,0.103695728
14/02/2024 21:00,23.60552016,31.42334995,64.86782337,74.62686216,125.0962826,84.41071671,4001.53432,349.9497423,698.6119493,8.806263226,0,,0.263939476
14/02/2024 22:00,22.42127805,30.47195166,63.66437126,75.08844651,125.3670999,86.83546127,3999.610802,348.9288933,701.1187925,8.081986749,1,,0.188528197
15/02/2024 00:00,24.14408887,32.3462015,71.25859815,80.85278252,129.5666571,89.57281687,4999.57932,400.3442273,799.8905431,9.619251113,1,,0.263939476
15/02/2024 01:00,23.25086208,31.53319033,67.6860489,80.21425313,130.7086525,88.56637921,4999.756197,400.3375302,800.0815137,10.7268928,0,,0.263939476
15/02/2024 02:00,24.02177857,31.78880427,70.03054803,80.6073482,130.5246385,89.17894024,4998.652957,399.1294285,799.2577729,8.316969941,1,,0.263939476
15/02/2024 07:00,23.58302001,32.59386538,69.69129923,80.37307843,129.4942933,89.13814378,5000.32969,400.1113725,800.3815946,8.604558706,1,,0.188528197
15/02/2024 08:00,24.04414637,31.50867922,69.29973103,80.49814825,129.3486612,88.64370126,5000.197695,399.7948719,799.5398889,9.846339033,0,,0.146633042
15/02/2024 09:00,23.93999868,33.32524339,68.95088519,79.43934087,130.1008996,88.82723479,5001.388262,400.7936874,800.8198339,9.253831803,1,,0.146633042
15/02/2024 11:00,23.95764067,31.07054386,70.90817388,80.89264287,130.603943,89.79405611,5000.050769,400.553372,799.9551481,8.23269039,1,,0.188528197
15/02/2024 12:00,25.91933102,30.84094034,70.3034259,78.12903311,129.9116519,90.88262323,5000.485106,400.4944941,800.936616,9.760738411,0,,0.188528197
15/02/2024 13:00,22.22273771,32.62953633,69.47722627,80.60716309,129.3007366,88.42515208,4998.713306,399.2126456,800.9734867,10.46199515,1,,0.104737887
15/02/2024 16:00,23.84919985,31.79495373,71.11636673,80.10801762,129.4692878,90.24206997,4999.644184,400.0002216,801.5185543,7.828535354,1,,0.16758062
15/02/2024 17:00,25.33169177,32.64217087,69.93462718,79.87908386,130.3938628,91.15862549,4999.983988,399.2364295,800.4274968,9.836023864,0,,0.188528197
15/02/2024 18:00,23.77394955,32.99363156,71.33936138,80.19628977,130.5155046,89.4622889,5000.889288,397.4033385,800.2702664,10.14045051,1,,0.188528197
15/02/2024 20:00,23.45049448,32.83970641,68.92111395,79.86490686,128.6149406,89.64546241,5000.515699,398.9070395,801.4176817,10.06924807,0,,0.104737887
15/02/2024 21:00,22.88523301,32.29169642,71.11580949,78.27677445,130.0057602,91.55729767,4999.557818,399.7443376,800.306173,8.782918122,1,,0.263939476
15/02/2024 22:00,25.51622578,33.43474962,70.1439107,80.89823469,131.4020489,90.22336748,4998.999293,399.7524257,800.2317249,8.899434235,1,,0.263939476
16/02/2024 00:00,25.24134364,32.44433078,75.59121666,84.32224519,137.0361466,94.48449469,5998.967762,450.7096404,899.5147085,9.762500345,0,,0.339350755
16/02/2024 01:00,25.00381587,33.68438463,74.5673553,84.75668903,135.1813299,94.7537985,5999.672831,450.3939058,900.6849655,9.012976935,0,,0.339350755
16/02/2024 02:00,26.34997064,33.48170471,75.50249969,85.44953878,134.4777622,93.95633168,6000.612225,449.2523338,900.4972809,9.649842009,0,,0.188528197
16/02/2024 07:00,26.25301831,31.7974833,75.19286787,83.59483178,134.547689,96.01615895,6001.364448,448.9877532,900.7193606,10.70966254,1,,0.234612868
16/02/2024 08:00,24.57810894,32.87306036,77.08951067,85.35371928,135.2958373,93.46182174,5999.598313,450.0387392,898.6077915,10.67213398,0,,0.146633042
16/02/2024 09:00,26.7217931,31.26632185,76.10274533,83.65049783,136.9520907,93.92554223,5999.961654,448.8766803,900.5196262,8.837529634,1,,0.301645115
16/02/2024 11:00,24.40173821,32.8207147,75.93755581,86.26142122,134.8958376,94.05022516,6002.148052,450.2760554,899.153849,11.11387518,0,,0.104737887
16/02/2024 12:00,25.07991928,31.65258204,75.03581897,86.18131919,134.5331724,94.76788488,5999.564002,450.993093,899.9436786,11.54436362,1,,0.190422937
16/02/2024 13:00,25.24567384,32.95492287,75.5731269,85.05100672,133.5051157,95.8640255,5998.613155,449.3413681,900.9644328,8.385671726,1,,0.190422937
16/02/2024 16:00,25.01123784,31.79879505,74.2235017,86.49507453,133.7816935,94.00180916,6000.246934,449.0768736,899.8278312,8.066618803,0,,0.190422937
16/02/2024 17:00,23.72737374,33.52914769,74.6444915,85.06528792,134.922928,95.45496599,6000.025744,449.0010412,898.5894146,10.56208682,1,,0.105790521
16/02/2024 18:00,24.02383826,32.26501014,74.34306591,83.62952064,132.9708893,95.44565936,5999.980598,448.8912342,899.0902011,9.102846286,1,,0.190422937
16/02/2024 20:00,24.82854142,34.44447625,75.60565449,84.21025159,134.753981,93.76673108,5997.726084,451.6998422,899.0301755,9.88015685,0,,0.148106729
16/02/2024 21:00,24.70028153,32.28710132,73.82764175,84.310928,136.1949785,94.54933655,5999.089506,450.0216697,900.4801544,10.07069451,1,,0.342761287
16/02/2024 22:00,25.4835455,33.27340263,75.57219778,83.44602228,135.3920201,96.26701572,5999.635222,449.3083598,899.9624946,9.652881123,1,,0.190422937
17/02/2024 00:00,28.29130134,32.82010002,80.08664489,89.5991345,138.4114997,100.2134115,7000.20167,499.5753186,999.4144254,9.965123072,0,,0.266592112
17/02/2024 01:00,24.26909404,32.92531765,79.22827748,88.35237484,139.1430234,99.92044877,6999.029361,500.7886961,1000.536117,10.6810669,0,,0.266592112
17/02/2024 02:00,25.44919539,33.05122873,79.01268199,90.59505515,140.8086669,101.4152332,7001.05265,497.9730651,999.173004,10.327919,0,,0.266592112
17/02/2024 07:00,25.09490399,33.23149433,80.04671942,88.89889498,140.5339836,100.6169619,7000.598931,499.6144577,998.3439207,12.88095927,0,,0.190422937
17/02/2024 08:00,26.30559551,35.56052453,79.60107487,91.13218592,139.9495822,99.31395755,7000.076293,499.3251526,999.5499071,11.91692513,1,,0.190422937
17/02/2024 09:00,26.14167894,33.49395994,81.00355504,89.3002074,138.3187709,99.77813723,7001.097531,500.8324536,999.4895116,12.46591719,1,,0.148106729
17/02/2024 11:00,23.01284063,33.05086022,80.46924561,88.02112171,140.1592147,99.07027489,7001.13351,499.6106937,999.5502328,10.93591585,0,,0.105790521
17/02/2024 12:00,25.79974731,32.71777853,78.48390295,90.14498039,139.844223,97.74990979,6999.498255,500.576469,999.1937043,10.02658824,1,,0.236970766
17/02/2024 13:00,26.42667987,34.40843563,81.53179299,89.8074134,138.812811,99.69897725,7000.209751,500.7547376,999.7215728,13.82975867,1,,0.304676699
17/02/2024 16:00,25.7617339,32.81150566,79.09253051,90.28219968,141.9599332,99.64357494,7000.735272,500.6217181,999.0709274,10.98036713,0,,0.105790521
17/02/2024 17:00,26.34666791,33.13067256,79.82497767,88.56556255,140.6068158,99.730517,6999.861383,499.7181806,1000.627219,10.28461597,1,,0.105790521
17/02/2024 18:00,26.65957218,33.96822475,79.61005389,90.60060387,139.3003816,101.0106428,6999.430544,500.1826307,999.9296285,12.98790037,1,,0.105790521
17/02/2024 20:00,26.68673948,32.74024951,79.41143634,91.04789013,138.8509579,100.8643861,6999.402084,498.3482907,997.5749014,11.25315,0,,0.148106729
17/02/2024 21:00,26.83863585,35.80969692,80.4881915,89.57456481,142.3602396,98.50689566,6999.85047,499.4942274,1001.299744,9.751434565,1,,0.190422937
17/02/2024 22:00,27.25167745,33.17769694,80.10095566,90.15192886,138.2818994,101.1781176,7000.068951,497.9948547,999.5512509,10.39449977,1,,0.266592112
18/02/2024 00:00,18.90612005,27.44121561,49.56445242,60.06992179,108.5175666,70.16682907,999.2030772,200.2482306,401.4484248,4.137908047,0,,0.342761287
18/02/2024 01:00,19.70014885,28.10161886,49.93031246,60.99420164,111.1651067,70.82532503,999.8251789,199.5089496,399.3313799,3.628533693,1,,0.346206095
18/02/2024 02:00,19.12048088,28.06220708,49.35273785,60.07307273,111.019592,69.94995575,999.3843728,197.6151686,400.83175,6.158623154,1,,0.192336719
18/02/2024 07:00,20.69004685,27.67437763,49.71251848,59.90313304,110.2069035,69.71725683,1000.259779,199.4611237,400.5123017,6.144746837,0,,0.346206095
18/02/2024 08:00,21.52829659,27.06016091,49.95524148,60.31355042,108.748925,69.56565075,1000.279877,199.498988,399.2656673,3.571849727,1,,0.106853733
18/02/2024 09:00,19.50690756,27.12393659,49.00050226,57.90053413,109.1481934,69.55482464,999.5153235,200.8261417,399.8296202,4.952902463,1,,0.106853733
18/02/2024 11:00,19.47109331,27.35066368,49.5561049,59.30676737,109.3283922,70.86179593,1000.290714,199.5720283,400.0379931,5.687305275,1,,0.192336719
18/02/2024 12:00,18.74730691,26.92502978,48.43704896,61.04098411,110.5104688,68.79926736,1000.256647,200.188076,402.0086428,5.548240195,1,,0.149595226
18/02/2024 13:00,19.27764602,29.04162853,49.82778394,61.98425576,110.946486,70.45350025,1000.200588,200.2296279,398.8184067,5.058532335,1,,0.149595226
18/02/2024 16:00,19.35859463,27.80577825,48.64773635,61.08903306,110.8768936,70.17667594,1000.145191,199.7617933,399.3866186,5.926835457,1,,0.149595226
18/02/2024 17:00,18.35411692,26.6849117,49.83547284,59.25127549,110.3255192,70.73592338,999.0367569,201.0097903,399.3903946,3.745890862,0,,0.149595226
18/02/2024 18:00,21.2515415,26.49216538,50.13771702,59.89491933,109.7753017,68.36965869,999.8758349,198.5253311,399.6879592,5.915227869,1,,0.192336719
18/02/2024 20:00,19.75544054,29.35798602,49.54361224,60.24037824,109.1853758,69.07461036,1002.588706,199.4979205,398.0941984,4.665757114,1,,0.192336719
18/02/2024 21:00,18.56065367,28.35694257,52.15202732,57.58794959,109.3516817,69.60405123,1000.489923,200.5167584,401.0574092,5.760595168,0,,0.307738751
18/02/2024 22:00,20.24085816,27.00640298,49.3335296,59.21681262,109.2916612,70.4897464,1001.637223,198.328642,398.8158929,6.589323241,1,,0.346206095
19/02/2024 00:00,19.08406843,29.29958036,55.02384903,64.48275008,114.6855055,73.5736091,1999.217509,250.5908528,500.626254,5.274967536,1,,0.269271407
19/02/2024 01:00,21.20547424,28.66883174,53.70989103,63.69418855,114.5640038,74.69686663,2001.618989,250.2646369,499.8938554,5.303124256,0,,0.192336719
19/02/2024 02:00,20.76111953,28.15006548,55.29748641,65.53840405,116.2080274,76.1396854,1999.398372,249.6480217,500.1953939,6.086908377,0,,0.192336719
19/02/2024 07:00,21.77304825,28.62572389,54.73400503,65.83520617,114.5180937,73.81807222,1998.305651,250.274823,498.9137288,6.254385941,0,,0.269271407
19/02/2024 08:00,21.63393745,26.77504364,54.78976185,64.04060163,116.1257256,73.27084583,2000.973567,250.0767358,500.2530038,7.526857716,0,,0.192336719
19/02/2024 09:00,19.71795712,28.11355718,54.81662538,66.45571417,116.8019981,77.37543538,1999.491672,249.7699844,499.1273781,4.79983027,0,,0.106853733
19/02/2024 11:00,20.92541963,28.82939937,55.73400471,64.42387338,114.2721936,74.1656798,2000.563223,251.1073426,500.7414046,6.865891916,0,,0.149595226
19/02/2024 12:00,20.0455947,27.75550779,55.8911142,64.87235652,116.7603181,75.15380508,1999.237671,250.1193561,500.0969278,4.704810539,0,,0.149595226
19/02/2024 13:00,19.9304153,29.97791892,55.60661619,63.28902752,115.801235,75.11042963,2000.914446,251.1389086,499.7289423,6.299837841,1,,0.239352362
19/02/2024 16:00,22.18527359,28.21128956,56.54453018,65.06715537,115.3355112,76.12428756,2000.474562,249.6874476,499.5865162,5.387291527,1,,0.106853733
19/02/2024 17:00,19.95506697,29.54862582,55.31921491,66.59751598,114.5020859,75.01689093,2000.296219,250.7424243,499.3710302,6.07381882,0,,0.172684209
19/02/2024 18:00,22.26224327,30.48248366,54.4623025,63.89830546,114.9925135,74.68090725,1997.922655,249.6371172,500.069618,5.429858277,0,,0.194269736
19/02/2024 20:00,21.14241685,27.65407676,54.58071719,67.35577483,114.4471212,74.65358322,2000.204855,250.3661338,499.359305,5.599020685,1,,0.107927631
19/02/2024 21:00,21.65257817,28.12102732,54.7445044,63.44697435,113.866851,74.96164836,1998.652337,250.180649,499.149196,6.034587542,0,,0.151098683
19/02/2024 22:00,21.36305451,28.56445853,55.20036342,63.23072287,115.9495467,72.99506085,2000.048249,249.8093509,500.0641765,6.308192422,0,,0.194269736
20/02/2024 00:00,22.14649415,30.10732658,58.50868532,69.46891841,120.6794962,77.86071263,2998.488484,301.3523625,599.1463741,7.611149092,1,,0.349685524
20/02/2024 01:00,21.90491071,32.12759901,58.20798192,70.14757643,120.314292,80.83304008,2997.734484,298.4983102,600.8668435,6.974935999,1,,0.27197763
20/02/2024 02:00,21.06475757,30.30407827,61.04551609,69.22674826,120.3779976,80.30082143,3001.032158,298.8160692,600.4907302,6.509124541,1,,0.349685524
20/02/2024 07:00,22.6199932,29.10309412,59.9700829,68.78660162,121.1961018,79.63091057,3000.909504,299.3665365,600.6716515,7.580402103,1,,0.194269736
20/02/2024 08:00,20.70922998,28.6457325,59.74229064,68.94144116,119.0063742,80.29264317,3000.693248,298.736851,600.817376,7.417610581,1,,0.151098683
20/02/2024 09:00,21.63808353,31.58972455,62.15886206,70.87178734,119.8278295,77.8429133,2999.624554,300.8654139,598.690576,6.236717945,1,,0.151098683
20/02/2024 11:00,24.16407708,30.33370266,59.40481514,69.94221053,118.9511711,79.90818537,2999.528736,300.7624604,599.9523182,7.195800618,1,,0.151098683
20/02/2024 12:00,23.74511552,32.19556954,60.59118746,68.05578822,120.8453938,79.17686913,2999.614745,300.7801015,598.9729454,6.824961978,1,,0.310831577
20/02/2024 13:00,21.64314907,30.67652348,60.31184909,68.21376869,120.7889795,80.49022814,3000.740696,299.6116317,600.3575622,7.917442302,1,,0.107927631
20/02/2024 16:00,21.18409173,30.03963144,59.85860132,70.35881785,121.763195,79.7372282,2999.396697,299.4088643,600.4316917,7.276742854,0,,0.151098683
20/02/2024 17:00,22.58859215,30.31531198,59.0511357,70.93868373,118.9152708,81.44082418,2999.748697,300.9148916,598.6007088,8.027614279,1,,0.151098683
20/02/2024 18:00,21.47250712,28.42028269,61.13736769,70.51196824,121.0151436,81.14211953,3000.257074,299.3744139,598.2978934,8.542843948,1,,0.151098683
20/02/2024 20:00,20.53394485,30.57090499,59.51767427,69.23169388,117.727403,79.44872661,3000.907371,300.5416104,600.2071043,7.255970458,1,,0.107927631
20/02/2024 21:00,21.95365041,29.73477797,59.69223872,68.03529571,119.9119016,80.51368007,2999.794231,301.4538094,600.7507453,7.411552743,0,,0.107927631
20/02/2024 22:00,21.99092485,30.51420652,59.3650137,70.88182928,119.2641891,80.20717276,3000.151286,300.9855276,599.9706637,7.005724283,0,,0.27197763
21/02/2024 00:00,22.40900126,31.53760218,65.99669256,75.33143233,125.8033439,86.60085186,4000.351711,349.9969831,698.8448505,7.123802964,0,,0.27197763
21/02/2024 01:00,22.7650643,31.35670176,64.44326442,75.85495289,124.683352,85.7911354,3999.127044,349.2045506,700.397255,7.549412176,0,,0.349685524
21/02/2024 02:00,23.04574381,30.20188458,65.02987776,74.74121441,123.6736615,85.02193932,4000.035606,351.3739361,700.0059805,6.543478739,0,,0.27197763
21/02/2024 07:00,22.16895974,30.69670349,64.60951059,75.72011787,125.2408494,84.99453459,3999.58552,350.1818593,699.1784134,7.580906554,0,,0.194269736
21/02/2024 08:00,23.07372422,30.2061786,64.52776142,76.55068992,125.0793142,84.88884381,3999.37601,350.7301728,700.6205412,7.526463876,1,,0.196222179
21/02/2024 09:00,21.94298887,30.10549018,63.79701053,76.39493656,124.8492625,86.31827988,4000.536561,349.2633735,700.1697616,7.993530756,0,,0.15261725
21/02/2024 11:00,21.84535649,29.60528238,66.94486554,76.63532572,124.8847196,83.17847881,4000.879313,351.670595,701.8260035,7.364878591,0,,0.196222179
21/02/2024 12:00,23.70484123,31.20771865,64.20552332,76.1646888,123.9658879,83.84825564,3999.162154,350.6799318,699.1498022,8.907867003,1,,0.109012322
